instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2847,2011-05-03,2,0,5,12,0,2,1,2,0.6734693877551021,0.6364,0.61,0.4925,48,169,0.2213114754098361
2848,2011-05-03,2,0,5,13,0,2,1,2,0.6938775510204082,0.6515,0.58,0.6119,50,144,0.19774590163934427
2849,2011-05-03,2,0,5,14,0,2,1,2,0.6938775510204082,0.6515,0.58,0.5224,36,122,0.16086065573770494
2850,2011-05-03,2,0,5,15,0,2,1,2,0.6938775510204082,0.6515,0.58,0.4478,37,117,0.15676229508196723
2851,2011-05-03,2,0,5,16,0,2,1,1,0.7142857142857143,0.6667,0.54,0.4627,46,225,0.2766393442622951
2852,2011-05-03,2,0,5,17,0,2,1,1,0.6938775510204082,0.6515,0.54,0.4627,53,464,0.528688524590164
2853,2011-05-03,2,0,5,18,0,2,1,1,0.6938775510204082,0.6515,0.48,0.4179,59,485,0.5563524590163935
2854,2011-05-03,2,0,5,19,0,2,1,1,0.6734693877551021,0.6364,0.57,0.3582,42,323,0.3729508196721312
2855,2011-05-03,2,0,5,20,0,2,1,1,0.653061224489796,0.6212,0.61,0.194,28,262,0.2961065573770492
2856,2011-05-03,2,0,5,21,0,2,1,2,0.6326530612244898,0.6212,0.61,0.4478,42,183,0.2295081967213115
2857,2011-05-03,2,0,5,22,0,2,1,2,0.5714285714285714,0.5455,0.6,0.3881,14,99,0.11475409836065574
2858,2011-05-03,2,0,5,23,0,2,1,2,0.5510204081632654,0.5303,0.68,0.3284,12,50,0.0625
2859,2011-05-04,2,0,5,0,0,3,1,3,0.5102040816326531,0.5,0.77,0.1642,5,22,0.026639344262295084
2860,2011-05-04,2,0,5,1,0,3,1,3,0.4897959183673469,0.4848,0.82,0.2836,1,6,0.006147540983606557
2861,2011-05-04,2,0,5,2,0,3,1,3,0.4897959183673469,0.4848,0.82,0.2836,0,4,0.0030737704918032786
2862,2011-05-04,2,0,5,3,0,3,1,3,0.4081632653061224,0.4242,0.88,0.5224,0,1,0.0
2863,2011-05-04,2,0,5,4,0,3,1,3,0.36734693877551017,0.3939,0.94,0.3284,1,2,0.002049180327868852
2864,2011-05-04,2,0,5,5,0,3,1,3,0.3469387755102041,0.3333,0.87,0.3284,1,8,0.00819672131147541
2865,2011-05-04,2,0,5,6,0,3,1,3,0.326530612244898,0.303,0.93,0.3881,0,21,0.020491803278688523
2866,2011-05-04,2,0,5,7,0,3,1,3,0.326530612244898,0.303,0.93,0.3582,6,46,0.05225409836065574
2867,2011-05-04,2,0,5,8,0,3,1,3,0.326530612244898,0.303,0.93,0.3881,5,74,0.07991803278688525
2868,2011-05-04,2,0,5,9,0,3,1,3,0.326530612244898,0.303,0.93,0.3582,5,35,0.039959016393442626
2869,2011-05-04,2,0,5,10,0,3,1,2,0.326530612244898,0.3182,0.93,0.2836,5,26,0.030737704918032786
2870,2011-05-04,2,0,5,11,0,3,1,1,0.3877551020408163,0.4091,0.82,0.3284,3,69,0.07274590163934426
2871,2011-05-04,2,0,5,12,0,3,1,2,0.42857142857142855,0.4394,0.62,0.3582,19,105,0.12602459016393444
2872,2011-05-04,2,0,5,13,0,3,1,2,0.4489795918367347,0.4545,0.59,0.4478,15,128,0.14549180327868855
2873,2011-05-04,2,0,5,14,0,3,1,1,0.4897959183673469,0.4848,0.51,0.3881,13,94,0.10860655737704919
2874,2011-05-04,2,0,5,15,0,3,1,1,0.4693877551020408,0.4697,0.51,0.4179,22,107,0.13114754098360656
2875,2011-05-04,2,0,5,16,0,3,1,1,0.4897959183673469,0.4848,0.45,0.4627,22,173,0.19877049180327871
2876,2011-05-04,2,0,5,17,0,3,1,1,0.3877551020408163,0.4091,0.71,0.2537,22,388,0.41905737704918034
2877,2011-05-04,2,0,5,18,0,3,1,1,0.4081632653061224,0.4242,0.67,0.2537,29,367,0.4047131147540984
2878,2011-05-04,2,0,5,19,0,3,1,1,0.4081632653061224,0.4242,0.58,0.3582,30,266,0.30225409836065575
2879,2011-05-04,2,0,5,20,0,3,1,1,0.3877551020408163,0.4091,0.62,0.3284,17,174,0.194672131147541
2880,2011-05-04,2,0,5,21,0,3,1,1,0.3877551020408163,0.4091,0.62,0.1642,17,133,0.15266393442622953
2881,2011-05-04,2,0,5,22,0,3,1,1,0.36734693877551017,0.3939,0.62,0.2239,9,80,0.09016393442622951
2882,2011-05-04,2,0,5,23,0,3,1,1,0.3469387755102041,0.3485,0.62,0.2239,8,49,0.05737704918032787
2883,2011-05-05,2,0,5,0,0,4,1,1,0.3469387755102041,0.3485,0.66,0.194,4,23,0.026639344262295084
2884,2011-05-05,2,0,5,1,0,4,1,1,0.326530612244898,0.3333,0.71,0.194,4,6,0.009221311475409838
2885,2011-05-05,2,0,5,2,0,4,1,1,0.326530612244898,0.3182,0.66,0.2239,1,4,0.004098360655737705
2886,2011-05-05,2,0,5,3,0,4,1,1,0.326530612244898,0.3182,0.66,0.2537,0,4,0.0030737704918032786
2887,2011-05-05,2,0,5,4,0,4,1,1,0.326530612244898,0.3182,0.66,0.2537,4,3,0.006147540983606557
2888,2011-05-05,2,0,5,5,0,4,1,1,0.326530612244898,0.3182,0.66,0.2537,1,29,0.029713114754098362
2889,2011-05-05,2,0,5,6,0,4,1,1,0.326530612244898,0.3182,0.66,0.2537,3,86,0.09016393442622951
2890,2011-05-05,2,0,5,7,0,4,1,1,0.36734693877551017,0.3939,0.58,0.2537,16,255,0.2766393442622951
2891,2011-05-05,2,0,5,8,0,4,1,1,0.4081632653061224,0.4242,0.5,0.2537,25,415,0.44979508196721313
2892,2011-05-05,2,0,5,9,0,4,1,1,0.4489795918367347,0.4545,0.44,0.2836,20,164,0.18750000000000003
2893,2011-05-05,2,0,5,10,0,4,1,1,0.4897959183673469,0.4848,0.39,0.2836,30,98,0.13012295081967215
2894,2011-05-05,2,0,5,11,0,4,1,1,0.5102040816326531,0.5,0.36,0.4478,43,105,0.15061475409836067
2895,2011-05-05,2,0,5,12,0,4,1,1,0.5102040816326531,0.5,0.34,0.3582,27,169,0.19979508196721313
2896,2011-05-05,2,0,5,13,0,4,1,1,0.5306122448979592,0.5152,0.3,0.5821,50,142,0.19569672131147542
2897,2011-05-05,2,0,5,14,0,4,1,1,0.5306122448979592,0.5152,0.28,0.4478,19,135,0.15676229508196723
2898,2011-05-05,2,0,5,15,0,4,1,1,0.5510204081632654,0.5303,0.26,0.4925,27,120,0.14959016393442626
2899,2011-05-05,2,0,5,16,0,4,1,1,0.5714285714285714,0.5455,0.24,0.4179,36,233,0.27459016393442626
2900,2011-05-05,2,0,5,17,0,4,1,1,0.5510204081632654,0.5303,0.26,0.3881,66,467,0.5450819672131147
2901,2011-05-05,2,0,5,18,0,4,1,1,0.5510204081632654,0.5303,0.26,0.2836,64,456,0.5317622950819673
2902,2011-05-05,2,0,5,19,0,4,1,1,0.5306122448979592,0.5152,0.28,0.2239,56,305,0.36885245901639346
2903,2011-05-05,2,0,5,20,0,4,1,1,0.4897959183673469,0.4848,0.34,0.1642,33,225,0.26331967213114754
2904,2011-05-05,2,0,5,21,0,4,1,1,0.4897959183673469,0.4848,0.36,0.194,39,141,0.18340163934426232
2905,2011-05-05,2,0,5,22,0,4,1,1,0.4693877551020408,0.4697,0.39,0.194,30,135,0.16803278688524592
2906,2011-05-05,2,0,5,23,0,4,1,1,0.4489795918367347,0.4545,0.41,0.194,16,99,0.1168032786885246
2907,2011-05-06,2,0,5,0,0,5,1,1,0.42857142857142855,0.4394,0.44,0.1642,13,43,0.05635245901639344
2908,2011-05-06,2,0,5,1,0,5,1,1,0.3877551020408163,0.4091,0.62,0.1642,8,24,0.031762295081967214
2909,2011-05-06,2,0,5,2,0,5,1,1,0.36734693877551017,0.3939,0.62,0.1045,1,15,0.015368852459016395
2910,2011-05-06,2,0,5,3,0,5,1,1,0.3469387755102041,0.3636,0.71,0.1045,3,6,0.00819672131147541
2911,2011-05-06,2,0,5,4,0,5,1,1,0.3469387755102041,0.3636,0.71,0.1045,0,1,0.0
2912,2011-05-06,2,0,5,5,0,5,1,1,0.326530612244898,0.3485,0.81,0.1045,0,16,0.015368852459016395
2913,2011-05-06,2,0,5,6,0,5,1,1,0.3469387755102041,0.3636,0.81,0.0896,8,74,0.08299180327868853
2914,2011-05-06,2,0,5,7,0,5,1,1,0.3877551020408163,0.4091,0.82,0.0,20,202,0.2264344262295082
2915,2011-05-06,2,0,5,8,0,5,1,1,0.4081632653061224,0.4242,0.77,0.2537,35,415,0.46004098360655743
2916,2011-05-06,2,0,5,9,0,5,1,1,0.4489795918367347,0.4545,0.67,0.2836,27,161,0.19159836065573774
2917,2011-05-06,2,0,5,10,0,5,1,2,0.5306122448979592,0.5152,0.49,0.3284,30,97,0.12909836065573774
2918,2011-05-06,2,0,5,11,0,5,1,2,0.5306122448979592,0.5152,0.49,0.3284,42,123,0.16803278688524592
2919,2011-05-06,2,0,5,12,0,5,1,1,0.5510204081632654,0.5303,0.49,0.3582,48,198,0.25102459016393447
2920,2011-05-06,2,0,5,13,0,5,1,1,0.5714285714285714,0.5455,0.4,0.3284,71,182,0.2581967213114754
2921,2011-05-06,2,0,5,14,0,5,1,1,0.5918367346938775,0.6212,0.4,0.4478,86,127,0.21721311475409838
2922,2011-05-06,2,0,5,15,0,5,1,1,0.5918367346938775,0.6212,0.38,0.3881,89,171,0.2653688524590164
2923,2011-05-06,2,0,5,16,0,5,1,1,0.5918367346938775,0.6212,0.4,0.2537,82,262,0.3514344262295082
2924,2011-05-06,2,0,5,17,0,5,1,1,0.5714285714285714,0.5455,0.4,0.3582,83,470,0.5655737704918034
2925,2011-05-06,2,0,5,18,0,5,1,3,0.5306122448979592,0.5152,0.52,0.3582,85,385,0.4805327868852459
2926,2011-05-06,2,0,5,19,0,5,1,3,0.5306122448979592,0.5152,0.52,0.3582,39,253,0.29815573770491804
2927,2011-05-06,2,0,5,20,0,5,1,1,0.5102040816326531,0.5,0.48,0.1045,29,161,0.1936475409836066
2928,2011-05-06,2,0,5,21,0,5,1,1,0.4693877551020408,0.4697,0.67,0.1343,22,130,0.15471311475409838
2929,2011-05-06,2,0,5,22,0,5,1,1,0.4489795918367347,0.4545,0.72,0.2239,46,105,0.15368852459016397
2930,2011-05-06,2,0,5,23,0,5,1,1,0.42857142857142855,0.4394,0.82,0.1343,27,93,0.12192622950819673
2931,2011-05-07,2,0,5,0,0,6,0,1,0.4081632653061224,0.4242,0.82,0.1343,10,76,0.08709016393442623
2932,2011-05-07,2,0,5,1,0,6,0,1,0.4081632653061224,0.4242,0.82,0.1045,8,50,0.0584016393442623
2933,2011-05-07,2,0,5,2,0,6,0,1,0.4081632653061224,0.4242,0.82,0.0896,5,47,0.05225409836065574
2934,2011-05-07,2,0,5,3,0,6,0,1,0.4081632653061224,0.4242,0.77,0.0896,9,9,0.017418032786885244
2935,2011-05-07,2,0,5,4,0,6,0,1,0.3877551020408163,0.4091,0.82,0.1045,1,4,0.004098360655737705
2936,2011-05-07,2,0,5,5,0,6,0,1,0.4489795918367347,0.4545,0.59,0.1343,4,3,0.006147540983606557
2937,2011-05-07,2,0,5,6,0,6,0,1,0.4081632653061224,0.4242,0.77,0.0896,1,12,0.012295081967213116
2938,2011-05-07,2,0,5,7,0,6,0,1,0.4693877551020408,0.4697,0.59,0.0,8,32,0.039959016393442626
2939,2011-05-07,2,0,5,8,0,6,0,1,0.5102040816326531,0.5,0.52,0.194,19,96,0.1168032786885246
2940,2011-05-07,2,0,5,9,0,6,0,1,0.5306122448979592,0.5152,0.49,0.2836,54,164,0.2223360655737705
2941,2011-05-07,2,0,5,10,0,6,0,1,0.5510204081632654,0.5303,0.49,0.2985,90,208,0.30430327868852464
2942,2011-05-07,2,0,5,11,0,6,0,1,0.5510204081632654,0.5303,0.43,0.0,132,215,0.3545081967213115
2943,2011-05-07,2,0,5,12,0,6,0,1,0.5918367346938775,0.6212,0.4,0.194,129,244,0.3811475409836066
2944,2011-05-07,2,0,5,13,0,6,0,1,0.5918367346938775,0.6212,0.35,0.2836,196,240,0.4456967213114754
2945,2011-05-07,2,0,5,14,0,6,0,3,0.5918367346938775,0.6212,0.35,0.1642,143,235,0.3862704918032787
2946,2011-05-07,2,0,5,15,0,6,0,1,0.5918367346938775,0.6212,0.38,0.2537,148,230,0.3862704918032787
2947,2011-05-07,2,0,5,16,0,6,0,1,0.5918367346938775,0.6212,0.38,0.194,119,223,0.3493852459016394
2948,2011-05-07,2,0,5,17,0,6,0,1,0.5714285714285714,0.5455,0.4,0.2239,138,216,0.3616803278688525
2949,2011-05-07,2,0,5,18,0,6,0,1,0.5714285714285714,0.5455,0.37,0.1642,114,175,0.2950819672131148
2950,2011-05-07,2,0,5,19,0,6,0,1,0.5510204081632654,0.5303,0.43,0.194,88,179,0.27254098360655743
2951,2011-05-07,2,0,5,20,0,6,0,1,0.5510204081632654,0.5303,0.43,0.1343,82,137,0.22336065573770494
2952,2011-05-07,2,0,5,21,0,6,0,1,0.5306122448979592,0.5152,0.49,0.2239,58,124,0.18545081967213117
2953,2011-05-07,2,0,5,22,0,6,0,1,0.5306122448979592,0.5152,0.49,0.194,26,94,0.12192622950819673
2954,2011-05-07,2,0,5,23,0,6,0,1,0.4897959183673469,0.4848,0.59,0.1045,30,89,0.1209016393442623
2955,2011-05-08,2,0,5,0,0,0,0,2,0.4897959183673469,0.4848,0.59,0.1045,22,78,0.1014344262295082
2956,2011-05-08,2,0,5,1,0,0,0,2,0.5102040816326531,0.5,0.55,0.0,8,56,0.06454918032786885
2957,2011-05-08,2,0,5,2,0,0,0,1,0.4693877551020408,0.4697,0.63,0.0,17,42,0.059426229508196725
2958,2011-05-08,2,0,5,3,0,0,0,1,0.4489795918367347,0.4545,0.72,0.0896,10,21,0.030737704918032786
2959,2011-05-08,2,0,5,4,0,0,0,1,0.4081632653061224,0.4242,0.82,0.0,2,8,0.009221311475409838
2960,2011-05-08,2,0,5,5,0,0,0,2,0.42857142857142855,0.4394,0.77,0.0,0,5,0.004098360655737705
2961,2011-05-08,2,0,5,6,0,0,0,2,0.42857142857142855,0.4394,0.82,0.0,2,4,0.005122950819672131
2962,2011-05-08,2,0,5,7,0,0,0,2,0.4489795918367347,0.4545,0.82,0.0,8,15,0.022540983606557378
2963,2011-05-08,2,0,5,8,0,0,0,1,0.5102040816326531,0.5,0.63,0.1343,28,58,0.08709016393442623
2964,2011-05-08,2,0,5,9,0,0,0,1,0.5510204081632654,0.5303,0.52,0.2239,48,112,0.1629098360655738
2965,2011-05-08,2,0,5,10,0,0,0,1,0.5714285714285714,0.5455,0.49,0.1343,91,153,0.2489754098360656
2966,2011-05-08,2,0,5,11,0,0,0,1,0.5714285714285714,0.5455,0.49,0.0896,142,198,0.3473360655737705
2967,2011-05-08,2,0,5,12,0,0,0,1,0.5918367346938775,0.6212,0.46,0.0896,139,243,0.3903688524590164
2968,2011-05-08,2,0,5,13,0,0,0,1,0.5918367346938775,0.6212,0.49,0.1343,166,224,0.39856557377049184
2969,2011-05-08,2,0,5,14,0,0,0,1,0.5918367346938775,0.6212,0.49,0.0,126,240,0.3739754098360656
2970,2011-05-08,2,0,5,15,0,0,0,1,0.5918367346938775,0.6212,0.49,0.0,128,230,0.3657786885245902
2971,2011-05-08,2,0,5,16,0,0,0,1,0.5918367346938775,0.6212,0.46,0.1045,122,263,0.3934426229508197
2972,2011-05-08,2,0,5,17,0,0,0,3,0.5714285714285714,0.5455,0.49,0.2836,106,245,0.3586065573770492
2973,2011-05-08,2,0,5,18,0,0,0,1,0.5714285714285714,0.5455,0.49,0.0,63,205,0.27356557377049184
2974,2011-05-08,2,0,5,19,0,0,0,1,0.5510204081632654,0.5303,0.64,0.0,61,178,0.24385245901639346
2975,2011-05-08,2,0,5,20,0,0,0,1,0.5102040816326531,0.5,0.77,0.1343,42,132,0.17725409836065575
2976,2011-05-08,2,0,5,21,0,0,0,1,0.5102040816326531,0.5,0.77,0.0896,32,95,0.12909836065573774
2977,2011-05-08,2,0,5,22,0,0,0,1,0.4897959183673469,0.4848,0.88,0.0896,29,86,0.1168032786885246
2978,2011-05-08,2,0,5,23,0,0,0,1,0.4489795918367347,0.4545,0.88,0.0896,9,41,0.050204918032786885
2979,2011-05-09,2,0,5,0,0,1,1,1,0.4489795918367347,0.4545,0.82,0.0896,31,22,0.05327868852459017
2980,2011-05-09,2,0,5,1,0,1,1,1,0.42857142857142855,0.4394,0.88,0.0,25,8,0.03278688524590164
2981,2011-05-09,2,0,5,2,0,1,1,1,0.42857142857142855,0.4394,0.94,0.0,6,2,0.007172131147540984
2982,2011-05-09,2,0,5,3,0,1,1,1,0.4489795918367347,0.4545,0.82,0.0896,0,7,0.006147540983606557
2983,2011-05-09,2,0,5,4,0,1,1,1,0.4081632653061224,0.4242,0.82,0.1642,0,4,0.0030737704918032786
2984,2011-05-09,2,0,5,5,0,1,1,1,0.4081632653061224,0.4242,0.77,0.1642,0,23,0.022540983606557378
2985,2011-05-09,2,0,5,6,0,1,1,1,0.42857142857142855,0.4394,0.72,0.2537,2,87,0.09016393442622951
2986,2011-05-09,2,0,5,7,0,1,1,1,0.4693877551020408,0.4697,0.63,0.2537,16,221,0.2418032786885246
2987,2011-05-09,2,0,5,8,0,1,1,1,0.5102040816326531,0.5,0.55,0.2239,23,351,0.382172131147541
2988,2011-05-09,2,0,5,9,0,1,1,1,0.5306122448979592,0.5152,0.56,0.1642,36,142,0.18135245901639346
2989,2011-05-09,2,0,5,10,0,1,1,1,0.5510204081632654,0.5303,0.52,0.194,24,95,0.1209016393442623
2990,2011-05-09,2,0,5,11,0,1,1,1,0.5918367346938775,0.6212,0.46,0.2239,26,99,0.12704918032786888
2991,2011-05-09,2,0,5,12,0,1,1,1,0.5918367346938775,0.6212,0.43,0.194,35,160,0.19877049180327871
2992,2011-05-09,2,0,5,13,0,1,1,1,0.6122448979591837,0.6212,0.38,0.2836,36,138,0.17725409836065575
2993,2011-05-09,2,0,5,14,0,1,1,1,0.6122448979591837,0.6212,0.41,0.2239,44,118,0.16495901639344265
2994,2011-05-09,2,0,5,15,0,1,1,1,0.6122448979591837,0.6212,0.41,0.2239,51,148,0.20286885245901642
2995,2011-05-09,2,0,5,16,0,1,1,1,0.6326530612244898,0.6212,0.38,0.2239,49,255,0.3104508196721312
2996,2011-05-09,2,0,5,17,0,1,1,1,0.6122448979591837,0.6212,0.38,0.2537,59,539,0.6116803278688525
2997,2011-05-09,2,0,5,18,0,1,1,1,0.6122448979591837,0.6212,0.38,0.2985,66,458,0.5358606557377049
2998,2011-05-09,2,0,5,19,0,1,1,1,0.5714285714285714,0.5455,0.43,0.194,45,339,0.39241803278688525
2999,2011-05-09,2,0,5,20,0,1,1,1,0.5306122448979592,0.5152,0.49,0.194,25,214,0.24385245901639346
3000,2011-05-09,2,0,5,21,0,1,1,1,0.5102040816326531,0.5,0.59,0.1343,28,128,0.1588114754098361
3001,2011-05-09,2,0,5,22,0,1,1,1,0.5102040816326531,0.5,0.68,0.0896,21,95,0.11782786885245902
3002,2011-05-09,2,0,5,23,0,1,1,1,0.4897959183673469,0.4848,0.68,0.0896,16,45,0.06147540983606557
3003,2011-05-10,2,0,5,0,0,2,1,1,0.4693877551020408,0.4697,0.63,0.0,6,12,0.017418032786885244
3004,2011-05-10,2,0,5,1,0,2,1,1,0.4489795918367347,0.4545,0.59,0.0896,3,12,0.01434426229508197
3005,2011-05-10,2,0,5,2,0,2,1,1,0.42857142857142855,0.4394,0.58,0.1343,1,4,0.004098360655737705
3006,2011-05-10,2,0,5,3,0,2,1,1,0.42857142857142855,0.4394,0.54,0.194,1,3,0.0030737704918032786
3007,2011-05-10,2,0,5,4,0,2,1,1,0.4081632653061224,0.4242,0.62,0.2537,0,2,0.0010245901639344263
3008,2011-05-10,2,0,5,5,0,2,1,1,0.3877551020408163,0.4091,0.66,0.2239,1,28,0.028688524590163935
3009,2011-05-10,2,0,5,6,0,2,1,1,0.4081632653061224,0.4242,0.67,0.1343,9,103,0.11372950819672131
3010,2011-05-10,2,0,5,7,0,2,1,2,0.42857142857142855,0.4394,0.62,0.1343,13,301,0.3206967213114754
3011,2011-05-10,2,0,5,8,0,2,1,2,0.4897959183673469,0.4848,0.51,0.1045,28,397,0.43442622950819676
3012,2011-05-10,2,0,5,9,0,2,1,2,0.5102040816326531,0.5,0.48,0.1045,29,176,0.20901639344262296
3013,2011-05-10,2,0,5,10,0,2,1,2,0.5510204081632654,0.5303,0.37,0.0896,27,100,0.12909836065573774
3014,2011-05-10,2,0,5,11,0,2,1,2,0.5510204081632654,0.5303,0.43,0.1343,17,108,0.12704918032786888
3015,2011-05-10,2,0,5,12,0,2,1,2,0.5918367346938775,0.6212,0.38,0.0,47,170,0.2213114754098361
3016,2011-05-10,2,0,5,13,0,2,1,2,0.6122448979591837,0.6212,0.38,0.2537,50,152,0.2059426229508197
3017,2011-05-10,2,0,5,14,0,2,1,2,0.6122448979591837,0.6212,0.33,0.0,42,134,0.1793032786885246
3018,2011-05-10,2,0,5,15,0,2,1,2,0.6326530612244898,0.6212,0.33,0.0896,28,152,0.18340163934426232
3019,2011-05-10,2,0,5,16,0,2,1,1,0.653061224489796,0.6212,0.31,0.1045,56,271,0.33401639344262296
3020,2011-05-10,2,0,5,17,0,2,1,1,0.6326530612244898,0.6212,0.33,0.0,79,532,0.625
3021,2011-05-10,2,0,5,18,0,2,1,1,0.6326530612244898,0.6212,0.29,0.1343,70,480,0.5625
3022,2011-05-10,2,0,5,19,0,2,1,1,0.5918367346938775,0.6212,0.43,0.2239,69,365,0.4436475409836066
3023,2011-05-10,2,0,5,20,0,2,1,1,0.5306122448979592,0.5152,0.6,0.1343,50,241,0.29713114754098363
3024,2011-05-10,2,0,5,21,0,2,1,1,0.5306122448979592,0.5152,0.52,0.0,30,173,0.20696721311475413
3025,2011-05-10,2,0,5,22,0,2,1,1,0.5102040816326531,0.5,0.55,0.1045,29,121,0.15266393442622953
3026,2011-05-10,2,0,5,23,0,2,1,2,0.5102040816326531,0.5,0.59,0.1343,9,72,0.0819672131147541
3027,2011-05-11,2,0,5,0,0,3,1,2,0.5102040816326531,0.5,0.55,0.1343,8,30,0.03790983606557377
3028,2011-05-11,2,0,5,1,0,3,1,2,0.4897959183673469,0.4848,0.59,0.1045,4,16,0.0194672131147541
3029,2011-05-11,2,0,5,2,0,3,1,1,0.5102040816326531,0.5,0.59,0.0,6,4,0.009221311475409838
3030,2011-05-11,2,0,5,3,0,3,1,1,0.4897959183673469,0.4848,0.63,0.2239,0,3,0.002049180327868852
3031,2011-05-11,2,0,5,4,0,3,1,2,0.4693877551020408,0.4697,0.88,0.1343,0,2,0.0010245901639344263
3032,2011-05-11,2,0,5,5,0,3,1,1,0.4489795918367347,0.4545,0.88,0.1343,0,20,0.0194672131147541
3033,2011-05-11,2,0,5,6,0,3,1,1,0.4489795918367347,0.4545,0.82,0.1343,6,93,0.10040983606557377
3034,2011-05-11,2,0,5,7,0,3,1,1,0.4693877551020408,0.4697,0.72,0.194,25,293,0.32479508196721313
3035,2011-05-11,2,0,5,8,0,3,1,1,0.4693877551020408,0.4697,0.77,0.2537,21,421,0.451844262295082
3036,2011-05-11,2,0,5,9,0,3,1,1,0.5102040816326531,0.5,0.72,0.1343,21,182,0.20696721311475413
3037,2011-05-11,2,0,5,10,0,3,1,1,0.5306122448979592,0.5152,0.68,0.0896,30,124,0.15676229508196723
3038,2011-05-11,2,0,5,11,0,3,1,1,0.5510204081632654,0.5303,0.64,0.0896,18,123,0.1434426229508197
3039,2011-05-11,2,0,5,12,0,3,1,1,0.5918367346938775,0.6212,0.56,0.0,41,185,0.23053278688524592
3040,2011-05-11,2,0,5,13,0,3,1,1,0.6122448979591837,0.6212,0.5,0.0,36,157,0.19672131147540986
3041,2011-05-11,2,0,5,14,0,3,1,1,0.6122448979591837,0.6212,0.53,0.0896,36,141,0.18032786885245905
3042,2011-05-11,2,0,5,15,0,3,1,1,0.6326530612244898,0.6212,0.41,0.0,48,131,0.1823770491803279
3043,2011-05-11,2,0,5,16,0,3,1,1,0.653061224489796,0.6212,0.39,0.0,49,240,0.2950819672131148
3044,2011-05-11,2,0,5,17,0,3,1,1,0.6326530612244898,0.6212,0.47,0.1045,17,242,0.264344262295082
3045,2011-05-11,2,0,5,18,0,3,1,1,0.6122448979591837,0.6212,0.5,0.2985,40,234,0.2797131147540984
3046,2011-05-11,2,0,5,19,0,3,1,1,0.5510204081632654,0.5303,0.52,0.1343,60,341,0.4098360655737705
3047,2011-05-11,2,0,5,20,0,3,1,1,0.5306122448979592,0.5152,0.64,0.1343,28,245,0.27868852459016397
3048,2011-05-11,2,0,5,21,0,3,1,1,0.5306122448979592,0.5152,0.6,0.0,32,202,0.23872950819672134
3049,2011-05-11,2,0,5,22,0,3,1,1,0.4897959183673469,0.4848,0.72,0.2537,12,134,0.14856557377049182
3050,2011-05-11,2,0,5,23,0,3,1,1,0.4489795918367347,0.4545,0.88,0.2537,12,69,0.0819672131147541
3051,2011-05-12,2,0,5,0,0,4,1,2,0.4489795918367347,0.4545,0.88,0.2239,5,39,0.04405737704918033
3052,2011-05-12,2,0,5,1,0,4,1,1,0.4489795918367347,0.4545,0.88,0.2239,1,16,0.01639344262295082
3053,2011-05-12,2,0,5,2,0,4,1,1,0.42857142857142855,0.4394,0.94,0.194,1,14,0.01434426229508197
3054,2011-05-12,2,0,5,3,0,4,1,1,0.42857142857142855,0.4394,0.88,0.1343,0,5,0.004098360655737705
3055,2011-05-12,2,0,5,4,0,4,1,1,0.4081632653061224,0.4242,0.94,0.0,1,5,0.005122950819672131
3056,2011-05-12,2,0,5,5,0,4,1,1,0.4081632653061224,0.4242,0.94,0.1343,2,27,0.028688524590163935
3057,2011-05-12,2,0,5,6,0,4,1,1,0.42857142857142855,0.4394,0.88,0.0,9,103,0.11372950819672131
3058,2011-05-12,2,0,5,7,0,4,1,1,0.4489795918367347,0.4545,0.88,0.1343,14,283,0.30327868852459017
3059,2011-05-12,2,0,5,8,0,4,1,1,0.4693877551020408,0.4697,0.82,0.194,27,394,0.43032786885245905
3060,2011-05-12,2,0,5,9,0,4,1,2,0.4897959183673469,0.4848,0.77,0.2836,21,191,0.21618852459016397
3061,2011-05-12,2,0,5,10,0,4,1,2,0.5306122448979592,0.5152,0.68,0.2239,28,119,0.14959016393442626
3062,2011-05-12,2,0,5,11,0,4,1,1,0.5714285714285714,0.5455,0.6,0.2239,43,136,0.1823770491803279
3063,2011-05-12,2,0,5,12,0,4,1,1,0.5714285714285714,0.5455,0.6,0.2239,43,164,0.21106557377049182
3064,2011-05-12,2,0,5,13,0,4,1,2,0.6122448979591837,0.6212,0.57,0.2985,48,170,0.2223360655737705
3065,2011-05-12,2,0,5,14,0,4,1,2,0.6122448979591837,0.6061,0.61,0.2239,43,148,0.194672131147541
3066,2011-05-12,2,0,5,15,0,4,1,2,0.6326530612244898,0.6212,0.53,0.2537,54,163,0.2213114754098361
3067,2011-05-12,2,0,5,16,0,4,1,2,0.6326530612244898,0.6212,0.57,0.2537,50,238,0.29405737704918034
3068,2011-05-12,2,0,5,17,0,4,1,2,0.6326530612244898,0.6212,0.57,0.194,54,540,0.6075819672131147
3069,2011-05-12,2,0,5,18,0,4,1,1,0.6122448979591837,0.6061,0.69,0.2239,64,463,0.5389344262295083
3070,2011-05-12,2,0,5,19,0,4,1,2,0.5918367346938775,0.6061,0.64,0.194,59,305,0.37192622950819676
3071,2011-05-12,2,0,5,20,0,4,1,1,0.5918367346938775,0.6061,0.64,0.194,56,220,0.28176229508196726
3072,2011-05-12,2,0,5,21,0,4,1,1,0.5510204081632654,0.5303,0.83,0.1343,31,192,0.22745901639344265
